#==============================================================================
#
#	地形保存テキスト [save.txt]
#	Author：you
#
#==============================================================================
<>*************<> ここから下をコピーし [field.txt] に張り付け <>*************<>

TERRAINSET

	FIELDSET
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.329 0.000 , 0.000 35.648 0.000 , 0.000 77.479 0.000 , 0.000 117.965 0.000 , 0.000 163.480 0.000 , 0.000 190.344 0.000 , 0.000 191.551 0.000 , 0.000 179.888 0.000 , 0.000 166.372 0.000 , 0.000 172.682 0.000 , 0.000 159.229 0.000 , 0.000 136.492 0.000 , 0.000 103.802 0.000 , 0.000 68.348 0.000 , 0.000 44.858 0.000 , 0.000 26.644 0.000 , 0.000 16.042 0.000 , 0.000 12.379 0.000 , 0.000 15.369 0.000 , 0.000 12.503 0.000 , 0.000 5.582 0.000 , 0.000 4.215 0.000 , 0.000 0.372 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 8.958 0.000 , 0.000 12.821 0.000 , 0.000 19.650 0.000 , 0.000 28.946 0.000 , 0.000 43.683 0.000 , 0.000 50.192 0.000 , 0.000 72.011 0.000 , 0.000 101.109 0.000 , 0.000 131.731 0.000 , 0.000 159.217 0.000 , 0.000 181.390 0.000 , 0.000 187.192 0.000 , 0.000 178.394 0.000 , 0.000 167.133 0.000 , 0.000 149.178 0.000 , 0.000 110.769 0.000 , 0.000 74.366 0.000 , 0.000 34.940 0.000 , 0.000 9.544 0.000 , 0.000 0.290 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.272 0.000 , 0.000 36.356 0.000 , 0.000 90.000 0.000 , 0.000 138.548 0.000 , 0.000 175.232 0.000 , 0.000 190.188 0.000 , 0.000 186.175 0.000 , 0.000 171.736 0.000 , 0.000 159.723 0.000 , 0.000 158.111 0.000 , 0.000 143.818 0.000 , 0.000 112.545 0.000 , 0.000 79.178 0.000 , 0.000 50.917 0.000 , 0.000 32.148 0.000 , 0.000 15.732 0.000 , 0.000 4.928 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 5.063 0.000 , 0.000 8.796 0.000 , 0.000 9.420 0.000 , 0.000 22.008 0.000 , 0.000 39.988 0.000 , 0.000 59.995 0.000 , 0.000 103.690 0.000 , 0.000 134.546 0.000 , 0.000 160.695 0.000 , 0.000 171.993 0.000 , 0.000 168.765 0.000 , 0.000 164.184 0.000 , 0.000 154.948 0.000 , 0.000 137.258 0.000 , 0.000 107.253 0.000 , 0.000 69.983 0.000 , 0.000 37.799 0.000 , 0.000 13.586 0.000 , 0.000 1.165 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.845 0.000 , 0.000 40.360 0.000 , 0.000 99.832 0.000 , 0.000 150.715 0.000 , 0.000 187.164 0.000 , 0.000 190.704 0.000 , 0.000 175.557 0.000 , 0.000 170.122 0.000 , 0.000 155.620 0.000 , 0.000 135.922 0.000 , 0.000 120.351 0.000 , 0.000 99.860 0.000 , 0.000 62.785 0.000 , 0.000 42.439 0.000 , 0.000 25.052 0.000 , 0.000 5.287 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.490 0.000 , 0.000 10.697 0.000 , 0.000 32.194 0.000 , 0.000 63.660 0.000 , 0.000 110.679 0.000 , 0.000 148.125 0.000 , 0.000 163.190 0.000 , 0.000 165.906 0.000 , 0.000 162.236 0.000 , 0.000 151.733 0.000 , 0.000 145.743 0.000 , 0.000 130.950 0.000 , 0.000 106.692 0.000 , 0.000 73.009 0.000 , 0.000 39.282 0.000 , 0.000 14.587 0.000 , 0.000 1.626 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.613 0.000 , 0.000 45.927 0.000 , 0.000 104.855 0.000 , 0.000 158.979 0.000 , 0.000 199.725 0.000 , 0.000 209.764 0.000 , 0.000 187.916 0.000 , 0.000 153.324 0.000 , 0.000 130.727 0.000 , 0.000 116.382 0.000 , 0.000 106.695 0.000 , 0.000 82.333 0.000 , 0.000 47.602 0.000 , 0.000 27.635 0.000 , 0.000 11.259 0.000 , 0.000 1.623 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.992 0.000 , 0.000 26.021 0.000 , 0.000 56.618 0.000 , 0.000 99.292 0.000 , 0.000 140.742 0.000 , 0.000 156.895 0.000 , 0.000 144.758 0.000 , 0.000 136.234 0.000 , 0.000 134.548 0.000 , 0.000 130.406 0.000 , 0.000 121.948 0.000 , 0.000 111.877 0.000 , 0.000 78.425 0.000 , 0.000 38.924 0.000 , 0.000 13.559 0.000 , 0.000 0.973 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.951 0.000 , 0.000 47.131 0.000 , 0.000 105.248 0.000 , 0.000 159.866 0.000 , 0.000 202.387 0.000 , 0.000 211.714 0.000 , 0.000 187.983 0.000 , 0.000 151.895 0.000 , 0.000 114.650 0.000 , 0.000 92.279 0.000 , 0.000 75.105 0.000 , 0.000 49.454 0.000 , 0.000 23.757 0.000 , 0.000 14.341 0.000 , 0.000 7.126 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.009 0.000 , 0.000 21.171 0.000 , 0.000 52.924 0.000 , 0.000 82.692 0.000 , 0.000 125.710 0.000 , 0.000 139.491 0.000 , 0.000 131.930 0.000 , 0.000 123.214 0.000 , 0.000 124.026 0.000 , 0.000 112.309 0.000 , 0.000 124.072 0.000 , 0.000 111.395 0.000 , 0.000 79.366 0.000 , 0.000 42.008 0.000 , 0.000 10.433 0.000 , 0.000 0.042 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 7.289 0.000 , 0.000 41.671 0.000 , 0.000 98.320 0.000 , 0.000 155.845 0.000 , 0.000 197.671 0.000 , 0.000 202.872 0.000 , 0.000 175.316 0.000 , 0.000 135.247 0.000 , 0.000 93.537 0.000 , 0.000 67.577 0.000 , 0.000 56.454 0.000 , 0.000 37.090 0.000 , 0.000 20.071 0.000 , 0.000 11.354 0.000 , 0.000 1.773 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 10.633 0.000 , 0.000 41.200 0.000 , 0.000 68.708 0.000 , 0.000 89.704 0.000 , 0.000 95.597 0.000 , 0.000 87.838 0.000 , 0.000 86.932 0.000 , 0.000 86.644 0.000 , 0.000 106.126 0.000 , 0.000 124.425 0.000 , 0.000 110.540 0.000 , 0.000 78.416 0.000 , 0.000 41.498 0.000 , 0.000 5.202 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 7.363 0.000 , 0.000 32.435 0.000 , 0.000 89.050 0.000 , 0.000 152.591 0.000 , 0.000 192.457 0.000 , 0.000 195.275 0.000 , 0.000 164.456 0.000 , 0.000 124.884 0.000 , 0.000 79.869 0.000 , 0.000 51.783 0.000 , 0.000 38.753 0.000 , 0.000 25.596 0.000 , 0.000 11.757 0.000 , 0.000 3.287 0.000 , 0.000 1.153 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 5.420 0.000 , 0.000 20.093 0.000 , 0.000 51.966 0.000 , 0.000 69.852 0.000 , 0.000 74.376 0.000 , 0.000 69.900 0.000 , 0.000 74.071 0.000 , 0.000 92.004 0.000 , 0.000 114.423 0.000 , 0.000 124.129 0.000 , 0.000 108.916 0.000 , 0.000 78.056 0.000 , 0.000 40.972 0.000 , 0.000 3.122 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.710 0.000 , 0.000 30.627 0.000 , 0.000 84.517 0.000 , 0.000 137.203 0.000 , 0.000 174.903 0.000 , 0.000 179.484 0.000 , 0.000 148.286 0.000 , 0.000 107.509 0.000 , 0.000 62.505 0.000 , 0.000 38.551 0.000 , 0.000 24.708 0.000 , 0.000 14.502 0.000 , 0.000 4.947 0.000 , 0.000 2.381 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.037 0.000 , 0.000 12.262 0.000 , 0.000 28.643 0.000 , 0.000 40.682 0.000 , 0.000 47.302 0.000 , 0.000 48.955 0.000 , 0.000 65.432 0.000 , 0.000 97.073 0.000 , 0.000 120.041 0.000 , 0.000 139.745 0.000 , 0.000 114.845 0.000 , 0.000 76.923 0.000 , 0.000 35.773 0.000 , 0.000 5.635 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.905 0.000 , 0.000 28.311 0.000 , 0.000 83.288 0.000 , 0.000 139.565 0.000 , 0.000 179.154 0.000 , 0.000 183.707 0.000 , 0.000 144.065 0.000 , 0.000 77.060 0.000 , 0.000 45.716 0.000 , 0.000 25.129 0.000 , 0.000 15.137 0.000 , 0.000 6.024 0.000 , 0.000 1.743 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.850 0.000 , 0.000 14.195 0.000 , 0.000 18.832 0.000 , 0.000 30.165 0.000 , 0.000 41.508 0.000 , 0.000 65.392 0.000 , 0.000 96.254 0.000 , 0.000 132.010 0.000 , 0.000 144.567 0.000 , 0.000 122.973 0.000 , 0.000 80.790 0.000 , 0.000 37.693 0.000 , 0.000 7.788 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 2.367 0.000 , 0.000 27.857 0.000 , 0.000 84.023 0.000 , 0.000 132.971 0.000 , 0.000 165.204 0.000 , 0.000 166.704 0.000 , 0.000 130.135 0.000 , 0.000 79.689 0.000 , 0.000 32.056 0.000 , 0.000 11.606 0.000 , 0.000 4.628 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.540 0.000 , 0.000 11.626 0.000 , 0.000 20.710 0.000 , 0.000 29.625 0.000 , 0.000 58.542 0.000 , 0.000 109.479 0.000 , 0.000 142.355 0.000 , 0.000 154.534 0.000 , 0.000 130.680 0.000 , 0.000 84.163 0.000 , 0.000 39.695 0.000 , 0.000 10.316 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 5.213 0.000 , 0.000 28.463 0.000 , 0.000 81.186 0.000 , 0.000 134.830 0.000 , 0.000 171.142 0.000 , 0.000 166.240 0.000 , 0.000 127.311 0.000 , 0.000 80.494 0.000 , 0.000 29.845 0.000 , 0.000 6.062 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.005 0.000 , 0.000 13.621 0.000 , 0.000 25.895 0.000 , 0.000 66.311 0.000 , 0.000 118.403 0.000 , 0.000 152.597 0.000 , 0.000 163.819 0.000 , 0.000 137.722 0.000 , 0.000 85.023 0.000 , 0.000 39.629 0.000 , 0.000 11.120 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
